Wall time,Step,Value
1701631120.839937,0,135.32911682128906
1701631158.3373466,250,5.08389949798584
1701631196.1599898,500,1.8317675590515137
1701631233.936418,750,1.4122414588928223
1701631271.2669778,1000,0.8225621581077576
1701631308.9202497,1250,0.6458436250686646
1701631346.5281374,1500,0.5407769680023193
1701631384.162075,1750,0.43482381105422974
1701631458.8484106,2250,0.3640191853046417
1701631496.4735382,2500,0.27141281962394714
1701631534.05434,2750,0.2389625757932663
1701631609.1380796,3250,0.19161951541900635
1701631646.9475176,3500,0.16566336154937744
1701631684.6937168,3750,0.13782605528831482
1701631722.781118,4000,0.14229372143745422
1701631760.6896238,4250,0.1195802241563797
1701631798.6291747,4500,0.10644423961639404
1701631836.457915,4750,0.10377360880374908
1701631874.7803452,5000,0.07968635112047195
1701631912.75884,5250,0.0852029100060463
1701631950.4683592,5500,0.0673966258764267
1701631988.378499,5750,0.04594152420759201
1701632063.9989252,6250,0.0366196408867836
1701632101.7784452,6500,0.027759956195950508
1701632139.2589524,6750,0.03553241491317749
1701632177.888638,7000,0.04084428399801254
1701632215.4299085,7250,0.07843601703643799
1701632253.1083472,7500,0.024257373064756393
1701632291.1572862,7750,0.028586311265826225
1701632329.036582,8000,0.011270069517195225
1701632366.989611,8250,0.014967607334256172
1701632405.03723,8500,0.009212078526616096
1701632442.6370788,8750,0.006432124879211187
1701632480.8581011,9000,0.007352747954428196
1701632518.7868652,9250,0.00748685747385025
1701632556.4682896,9500,0.01619308441877365
1701632594.4182873,9750,0.02016564831137657
1701632632.1173933,10000,0.0034541678614914417
1701632707.6590044,10500,0.0032055573537945747
1701632745.2953877,10750,0.002451903186738491
1701632783.1348844,11000,0.005488588474690914
1701632821.177186,11250,0.017705630511045456
1701632859.2476273,11500,0.00454960111528635
1701632896.9580896,11750,0.0062743863090872765
1701632934.8686104,12000,0.0017710274551063776
1701632975.6410542,12250,0.006000008434057236
1701633013.3788009,12500,0.02621578238904476
1701633051.1813679,12750,0.0054527511820197105
1701633088.7954957,13000,0.003416765481233597
1701633126.4781213,13250,0.009715556167066097
1701633164.4682937,13500,0.00467474153265357
1701633446.9793828,13750,0.0016206507571041584
1701633522.3192298,14250,0.003370592836290598
1701633560.0565345,14500,0.0016398183070123196
1701633635.1538084,15000,0.0025535509921610355
1701633672.8684745,15250,0.007812117226421833
1701633710.4853404,15500,0.0034682152327150106
1701633748.3895779,15750,0.0011167654301971197
1701633823.9089038,16250,0.001242885715328157
1701633861.8552449,16500,0.0010208289604634047
1701633899.7442648,16750,0.0031823739409446716
1701633937.4498332,17000,0.0018655119929462671
1701633975.0058258,17250,0.001183436717838049
1701634012.7854617,17500,0.0019295720849186182
1701634050.6349573,17750,0.00221346877515316
1701634088.767188,18000,0.003334884997457266
1701634126.5487506,18250,0.0026383926160633564
1701634164.3147938,18500,0.006798338145017624
1701634202.059872,18750,0.0038612333592027426
1701634239.523376,19000,0.0022949751000851393
1701634277.4864068,19250,0.001541010569781065
1701634316.54033,19500,0.0037290160544216633
1701634353.9675083,19750,0.002512169536203146
1701634391.8892336,20000,0.0011889798333868384
1701634429.5678372,20250,0.0038354352582246065
1701634467.2565205,20500,0.0015760319074615836
1701634505.0681586,20750,0.0007021203637123108
1701634543.0575643,21000,0.002857232466340065
1701634581.5870872,21250,0.0038855590391904116
1701634619.0972707,21500,0.0020098318345844746
1701634657.2760704,21750,0.002252020873129368
1701634695.1641598,22000,0.0012825282756239176
1701634733.1567416,22250,0.0007155690109357238
1701634770.9349837,22500,0.0008259087917394936
1701634847.2185776,23000,0.0008621689048595726
1701634884.9001122,23250,0.0008272373815998435
1701634927.5658178,23500,0.001140546053647995
1701634965.7465162,23750,0.0011262192856520414
1701635003.5995615,24000,0.0009167848620563745
1701635079.607158,24500,0.000907797715626657
1701635117.3357487,24750,0.0023220141883939505
1701635155.128904,25000,0.000686963030602783
1701635192.9311137,25250,0.0021325373090803623
1701635230.737211,25500,0.0007160819368436933
1701635268.4818504,25750,0.015457294881343842
1701635306.1382077,26000,0.0005194247351028025
1701635344.0977244,26250,0.001485713291913271
1701635381.9764216,26500,0.0017949261236935854
1701635419.9916246,26750,0.0006705973064526916
1701635458.3133533,27000,0.0006235892651602626
1701635497.0551016,27250,0.0023887588176876307
1701635775.0657551,27500,0.003591109998524189
1701635812.8813758,27750,0.0010503667872399092
1701635850.9767373,28000,0.016623880714178085
1701635927.6757784,28500,0.003452327800914645
1701635966.0198042,28750,0.0017559976549819112
1701636004.2774684,29000,0.00168942054733634
1701636042.1048775,29250,0.0012742180842906237
1701636080.434894,29500,0.0011090203188359737
1701636118.60939,29750,0.0017754863947629929
1701636156.551115,30000,0.0007218436803668737
1701636194.4432325,30250,0.0006754182395525277
1701636232.8691933,30500,0.0016274770023301244
1701636270.7884808,30750,0.0011588828638195992
1701636309.0177958,31000,0.0019517263863235712
1701636347.0804617,31250,0.0006004584720358253
1701636385.2503726,31500,0.001007208600640297
1701636424.1365416,31750,0.0009207166149280965
1701636461.7798066,32000,0.0037278160452842712
1701636500.081405,32250,0.0005612821551039815
1701636537.470187,32500,0.0007091106963343918
1701636574.7771213,32750,0.0010254743974655867
1701636612.208363,33000,0.0017553106881678104
1701636687.0189087,33500,0.0008109756163321435
1701636763.2931502,34000,0.0010195181239396334
1701636800.5681596,34250,0.0004821706679649651
1701636838.225656,34500,0.0015194604638963938
1701636875.5892825,34750,0.0004283193848095834
1701636913.3480973,35000,0.0003545450745150447
1701636951.1574974,35250,0.0006348425522446632
1701636988.809459,35500,0.0003691055462695658
1701637026.4292085,35750,0.0005086962482891977
1701637063.9848418,36000,0.0011027669534087181
1701637103.1790137,36250,0.0003856237162835896
1701637140.6853979,36500,0.00246390956453979
1701637178.2669802,36750,0.0006225487450137734
1701637216.0376716,37000,0.0005112166982144117
1701637291.243505,37500,0.000339463644195348
1701637366.9792564,38000,0.0003165467642247677
1701637404.7781065,38250,0.00043183998786844313
1701637442.7576423,38500,0.00038922810927033424
1701637480.699341,38750,0.000585953937843442
1701637518.5372403,39000,0.0009466660558246076
1701637556.2375433,39250,0.00027561280876398087
1701637594.1532707,39500,0.00038684296305291355
1701637632.0176976,39750,0.0008381417719647288
1701637670.060812,40000,0.0023930780589580536
1701637707.8378701,40250,0.00033490732312202454
1701637745.497702,40500,0.0031177112832665443
1701637783.3255234,40750,0.00024072879750747234
1701638048.838536,41000,0.0016325605101883411
1701638086.6293821,41250,0.0008109372574836016
1701638124.23508,41500,0.00048068209434859455
1701638199.3376029,42000,0.00045891801710240543
1701638237.5921762,42250,0.00032609098707325757
1701638275.7355733,42500,0.0003952737897634506
1701638314.0577044,42750,0.0004617308732122183
1701638352.0680747,43000,0.0005031359614804387
1701638390.085788,43250,0.0003420235589146614
1701638428.0854943,43500,0.0004679988487623632
1701638465.911273,43750,0.00017246816423721611
1701638504.0841937,44000,0.0003854702808894217
1701638542.1973722,44250,0.0004606007132679224
1701638580.3186505,44500,0.00022699068358633667
1701638618.2691402,44750,0.0002623359323479235
1701638656.3136618,45000,0.0002499658730812371
1701638694.3283548,45250,0.0005291872657835484
1701638732.4584482,45500,0.00033689767587929964
1701638770.7835352,45750,0.0017008930444717407
1701638809.0721576,46000,0.0003156914608553052
1701638852.424195,46250,0.00022077604080550373
1701638890.7135754,46500,0.0013716424582526088
1701639005.3098137,47250,0.0017821723595261574
1701639043.3312469,47500,0.0002927111345343292
1701639081.5072718,47750,0.0002858809311874211
1701639119.5243185,48000,0.0015173302963376045
1701639157.391101,48250,0.0004582467954605818
1701639195.0782855,48500,0.0010764915496110916
1701639232.676334,48750,0.0003865366743411869
1701639307.4179084,49250,0.00031921215122565627
1701639345.2713234,49500,0.0005091992788948119
1701639382.543933,49750,0.00015312188770622015
1701639419.8884954,50000,0.0006760135293006897
1701639495.3910658,50500,0.0007060911157168448
1701639532.9571877,50750,0.0019229322206228971
1701639570.518649,51000,0.0010823351331055164
1701639607.8801413,51250,0.0005297556635923684
1701639645.4404688,51500,0.0003249873698223382
1701639683.2097511,51750,0.0002908556489273906
1701639721.2444158,52000,0.00028555156313814223
1701639758.6742222,52250,0.00021124802879057825
1701639796.6907556,52500,0.0002487284364178777
1701639834.4282522,52750,0.0002807045239023864
1701639872.3516154,53000,0.0003296036156825721
1701639910.1707506,53250,0.00025650658062659204
1701639947.7826996,53500,0.00018712073506321758
1701639985.4782188,53750,0.0003535036521498114
1701640023.2998383,54000,0.0002267115778522566
1701640099.0296025,54500,0.00015035200340207666
1701640363.6493306,54750,0.00018961235764436424
1701640401.1792653,55000,0.0003066033241339028
1701640439.007734,55250,0.00017496140208095312
1701640476.9065285,55500,0.00022152600286062807
1701640514.8043234,55750,0.0004083005478605628
1701640552.6980743,56000,0.00032954144990071654
1701640590.6276677,56250,0.00047481543151661754
1701640628.4358675,56500,0.0004334038821980357
1701640704.1725352,57000,0.00022566301049664617
1701640741.6916125,57250,0.00023580403649248183
1701640779.206521,57500,0.0005283828359097242
1701640816.864858,57750,0.0004196526715531945
1701640854.4771388,58000,0.0001388961391057819
1701640892.0692275,58250,0.0006823887233622372
1701640929.4693305,58500,0.0003797977406065911
1701640966.9868681,58750,0.00017334989388473332
1701641007.4366887,59000,0.0003612601722124964
1701641044.8523293,59250,0.00019564670219551772
1701641082.5987709,59500,0.0002153927634935826
1701641120.2390735,59750,0.00026229809736832976
1701641195.9527967,60250,0.00013883106294088066
1701641233.4884615,60500,9.93328430922702e-05
1701641271.2561014,60750,0.00012155566946603358
1701641308.3743486,61000,0.0004062984953634441
1701641346.0276515,61250,0.00013166098506189883
1701641383.6888733,61500,0.0001321522577200085
1701641421.1764948,61750,0.0004279514541849494
1701641458.7878108,62000,0.00012954336125403643
1701641496.3095605,62250,0.00015901218284852803
1701641534.3124747,62500,0.00014156187535263598
1701641571.6295137,62750,0.00012441648868843913
1701641609.4591317,63000,0.0015063476748764515
1701641647.3496447,63250,0.00015494966646656394
1701641684.7692459,63500,0.00025459338212385774
1701641722.395512,63750,0.0006177832838147879
1701641797.9271188,64250,0.00035597762325778604
1701641835.6397772,64500,0.0004462794167920947
1701641873.3064108,64750,0.00016073844744823873
1701641911.0989923,65000,8.439534576609731e-05
1701641948.3886318,65250,0.0006570020923390985
1701641986.1566577,65500,0.0002896944060921669
1701642023.7541919,65750,0.00017472935724072158
1701642061.7683191,66000,0.00017624945030547678
1701642099.761389,66250,0.0001463984663132578
1701642175.197332,66750,0.00013683689758181572
1701642212.5271382,67000,0.00013099730131216347
1701642250.5079644,67250,0.00016353257524315268
1701642288.0669615,67500,0.00015701998199801892
1701642326.2844105,67750,0.00011102500138804317
1701642642.960214,68250,0.00011780347267631441
1701642680.6976748,68500,0.00015646504471078515
1701642718.979745,68750,0.0001053583255270496
1701642758.3245625,69000,0.00015245075337588787
1701642796.5097384,69250,0.00027113378746435046
1701642834.691101,69500,0.000627256347797811
1701642872.7406983,69750,0.00012095525744371116
1701642910.639014,70000,0.0003005205071531236
1701642948.435247,70250,8.616819104645401e-05
1701642986.618058,70500,0.0001505771215306595
1701643024.9891326,70750,0.00012317439541220665
1701643063.2374876,71000,0.00010710395872592926
1701643101.3715978,71250,0.0008294332656078041
1701643139.7180543,71500,0.00012625545787159353
1701643177.930333,71750,0.00013131910236552358
1701643216.0329378,72000,0.0002109773049596697
1701643253.7764273,72250,0.00011850698501802981
1701643291.422863,72500,0.00014109359472058713
1701643329.296683,72750,0.00017945808940567076
1701643367.036748,73000,0.00014284734788816422
1701643443.2498362,73500,0.00010366625065216795
1701643480.9584932,73750,0.0004111144517082721
1701643518.7382386,74000,0.00012680432701017708
1701643556.8774586,74250,0.0007298317505046725
1701643594.8607795,74500,0.0001775749260559678
1701643632.6468515,74750,0.0013117983471602201
1701643671.6554604,75000,0.0006555994623340666
1701643709.077163,75250,0.00020993806538172066
1701643747.3949535,75500,0.00012372700439300388
1701643785.625406,75750,0.00022377811546903104
1701643823.7380652,76000,0.00015097427240107208
1701643861.588578,76250,0.0025168834254145622
1701643899.3277366,76500,0.00036032701609656215
1701643937.5171852,76750,0.00018829968757927418
1701643975.6380289,77000,0.0001814231218304485
