Wall time,Step,Value
1701061543.5988343,0,63.041526794433594
1701061600.8885996,250,3.303009033203125
1701061657.6648664,500,1.3836331367492676
1701061714.5862331,750,0.9764860272407532
1701061771.64366,1000,0.6040463447570801
1701061828.7604814,1250,0.605596125125885
1701061886.0751088,1500,0.5542551279067993
1701061942.9539497,1750,0.4539776146411896
1701062000.6346335,2000,0.35750001668930054
1701062057.1837626,2250,0.3105242848396301
1701062115.1482909,2500,0.28231292963027954
1701062171.5306702,2750,0.2481974959373474
1701062228.1380634,3000,0.20535710453987122
1701062284.608534,3250,0.19138142466545105
1701062342.234163,3500,0.1435885727405548
1701062398.1728885,3750,0.15028056502342224
1701062455.0483768,4000,0.10730046033859253
1701062511.8402083,4250,0.10440708696842194
1701062568.336468,4500,0.0750274732708931
1701062624.9694688,4750,0.07679449021816254
1701062681.7070293,5000,0.057508956640958786
1701062738.3109298,5250,0.04813798516988754
1701062794.4940891,5500,0.04624674469232559
1701062857.4397576,5750,0.043858498334884644
1701062914.2384624,6000,0.05181862786412239
1701062970.8240163,6250,0.045312363654375076
1701063027.7753305,6500,0.031886808574199677
1701063084.2907715,6750,0.02253178134560585
1701063141.812177,7000,0.02959868498146534
1701063198.1481366,7250,0.05556291714310646
1701063254.6878777,7500,0.028680402785539627
1701063311.6105726,7750,0.018590353429317474
1701063367.871699,8000,0.02070901170372963
1701063424.1269891,8250,0.021937554702162743
1701063481.4995983,8500,0.04918559640645981
1701063537.4448252,8750,0.013907838612794876
1701063594.745975,9000,0.02094944566488266
1701063650.7972858,9250,0.010279567912220955
1701063707.686124,9500,0.012118153274059296
1701063764.2732089,9750,0.009221373125910759
1701063820.6881406,10000,0.01447775587439537
1701063877.0045989,10250,0.007744750007987022
1701063934.6261108,10500,0.06406743079423904
1701063991.3057852,10750,0.03492031246423721
1701064049.1069255,11000,0.016941465437412262
1701064105.6308572,11250,0.009375587105751038
1701064161.8967612,11500,0.008250473067164421
1701064220.6222222,11750,0.009748561307787895
1701064277.9123125,12000,0.02612483687698841
1701064334.2691798,12250,0.018442779779434204
1701064390.7880366,12500,0.005148781463503838
1701064447.595848,12750,0.004656171891838312
1701064504.5244365,13000,0.004809586331248283
1701064560.67747,13250,0.00557409692555666
1701064617.4282908,13500,0.010939649306237698
1701065014.9887488,13750,0.004761632531881332
1701065072.2574894,14000,0.013263118453323841
1701065128.5075383,14250,0.004989934153854847
1701065184.7166386,14500,0.004309778101742268
1701065241.3182778,14750,0.00925156194716692
1701065298.9455028,15000,0.007203533314168453
1701065358.1327994,15250,0.009205826558172703
1701065415.2957141,15500,0.005414050538092852
1701065472.4373517,15750,0.009009052067995071
1701065530.0783985,16000,0.008299628272652626
1701065586.714899,16250,0.0030167377553880215
